year,gender,name,rank,freq,prop
1880,F,Anna,1,2604,0.041466949058076
1880,F,Emma,2,2003,0.0318964281733204
1880,F,Elizabeth,3,1939,0.0308772712072233
1880,F,Minnie,4,1746,0.0278038759813367
1880,F,Margaret,5,1578,0.0251285889453318
1880,F,Ida,6,1472,0.0234406102202335
1880,F,Alice,7,1414,0.0225169992197079
1880,F,Bertha,8,1320,0.0210201124257528
1880,F,Sarah,9,1288,0.0205105339427043
1880,F,Annie,10,1258,0.0200328041148463
1880,F,Clara,11,1226,0.0195232256317977
1880,F,Ella,12,1156,0.018408522700129
1880,F,Florence,13,1063,0.0169275602337691
1880,F,Cora,14,1045,0.0166409223370543
1880,F,Martha,15,1040,0.016561300699078
1880,F,Laura,16,1012,0.0161154195264105
1880,F,Nellie,17,995,0.015844705957291
1880,F,Grace,18,982,0.0156376896985525
1880,F,Carrie,19,949,0.0151121868879087
1880,F,Maude,20,858,0.0136630730767393
1880,F,Mabel,21,808,0.012866856696976
1880,F,Bessie,22,796,0.0126757647658328
1880,F,Jennie,23,793,0.012627991783047
1880,F,Gertrude,24,787,0.0125324458174754
1880,F,Julia,25,783,0.0124687485070943
1880,F,Hattie,26,769,0.0122458079207605
1880,F,Edith,27,768,0.0122298835931653
1880,F,Mattie,28,704,0.0112107266270682
1880,F,Rose,29,700,0.0111470293166871
1880,F,Catherine,30,688,0.0109559373855439
1880,F,Lillian,31,672,0.0107011481440196
1880,F,Ada,32,652,0.0103826615921143
1880,F,Lillie,33,647,0.0103030399541379
1880,F,Helen,34,636,0.01012787235059
1880,F,Jessie,35,635,0.0101119480229947
1880,F,Louise,36,635,0.0101119480229947
1880,F,Ethel,37,633,0.0100800993678042
1880,F,Lula,38,621,0.00988900743666099
1880,F,Myrtle,39,615,0.00979346147108938
1880,F,Eva,40,614,0.00977753714349412
1880,F,Frances,41,605,0.00963421819513671
1880,F,Lena,42,603,0.00960236953994618
1880,F,Lucy,43,590,0.0093953532812077
1880,F,Edna,44,588,0.00936350462601717
1880,F,Maggie,45,582,0.00926795866044556
1880,F,Pearl,46,569,0.00906094240170709
1880,F,Daisy,47,564,0.00898132076373075
1880,F,Fannie,48,560,0.00891762345334968
1880,F,Josephine,49,544,0.00866283421182541
1880,F,Dora,50,524,0.00834434765992006
1880,F,Rosa,51,507,0.00807363409080052
1880,F,Katherine,52,502,0.00799401245282418
1880,F,Agnes,53,473,0.00753220695256143
1880,F,Marie,54,471,0.00750035829737089
1880,F,Nora,55,471,0.00750035829737089
1880,F,May,56,462,0.00735703934901349
1880,F,Mamie,57,436,0.00694300683153654
1880,F,Blanche,58,427,0.00679968788317913
1880,F,Stella,59,414,0.00659267162444066
1880,F,Ellen,60,411,0.00654489864165486
1880,F,Nancy,61,411,0.00654489864165486
1880,F,Effie,62,406,0.00646527700367852
1880,F,Sallie,63,404,0.00643342834848798
1880,F,Nettie,64,403,0.00641750402089272
1880,F,Della,65,391,0.00622641208974951
1880,F,Lizzie,66,388,0.00617863910696371
1880,F,Flora,67,365,0.00581237957227256
1880,F,Susie,68,361,0.00574868226189149
1880,F,Maud,69,345,0.00549389302036722
1880,F,Mae,70,344,0.00547796869277195
1880,F,Etta,71,323,0.00514355781327133
1880,F,Harriet,72,319,0.00507986050289027
1880,F,Sadie,73,317,0.00504801184769973
1880,F,Caroline,74,306,0.00487284424415179
1880,F,Katie,75,303,0.00482507126136599
1880,F,Lydia,76,302,0.00480914693377072
1880,F,Elsie,77,301,0.00479322260617545
1880,F,Kate,78,299,0.00476137395098492
1880,F,Susan,79,286,0.00455435769224645
1880,F,Mollie,80,283,0.00450658470946064
1880,F,Alma,81,277,0.00441103874388904
1880,F,Addie,82,274,0.00436326576110324
1880,F,Georgia,83,259,0.00412440084717423
1880,F,Eliza,84,252,0.00401293055400736
1880,F,Lulu,85,249,0.00396515757122155
1880,F,Nannie,86,248,0.00394923324362629
1880,F,Lottie,87,245,0.00390146026084049
1880,F,Amanda,88,241,0.00383776295045942
1880,F,Belle,89,238,0.00378998996767361
1880,F,Charlotte,90,237,0.00377406564007835
1880,F,Rebecca,91,236,0.00375814131248308
1880,F,Ruth,92,234,0.00372629265729255
1880,F,Viola,93,229,0.00364667101931621
1880,F,Olive,94,224,0.00356704938133987
1880,F,Amelia,95,221,0.00351927639855407
1880,F,Hannah,96,221,0.00351927639855407
1880,F,Jane,97,215,0.00342373043298247
1880,F,Virginia,98,213,0.00339188177779193
1880,F,Emily,99,210,0.00334410879500613
1880,F,Matilda,100,210,0.00334410879500613
1880,M,John,1,9655,0.10904060082444
1880,M,William,2,9532,0.107651476650291
1880,M,James,3,5927,0.0669377152860128
1880,M,Charles,4,5348,0.0603986673442882
1880,M,George,5,5126,0.0578914676153368
1880,M,Frank,6,3242,0.0366141509966684
1880,M,Joseph,7,2632,0.0297249985882884
1880,M,Thomas,8,2534,0.0286182167259586
1880,M,Henry,9,2444,0.0276017844034107
1880,M,Robert,10,2415,0.0272742673217008
1880,M,Edward,11,2364,0.0266982890055904
1880,M,Harry,12,2152,0.0243040262013665
1880,M,Walter,13,1755,0.0198204302896832
1880,M,Arthur,14,1599,0.0180586142639336
1880,M,Fred,15,1569,0.017719803489751
1880,M,Albert,16,1493,0.0168614828618217
1880,M,Samuel,17,1024,0.0115647410921001
1880,M,David,18,869,0.0098142187588232
1880,M,Louis,19,828,0.00935117736744029
1880,M,Joe,20,731,0.00825568919758315
1880,M,Charlie,21,730,0.0082443955051104
1880,M,Clarence,22,730,0.0082443955051104
1880,M,Richard,23,728,0.00822180812016489
1880,M,Andrew,24,644,0.00727313795245356
1880,M,Daniel,25,643,0.0072618442599808
1880,M,Ernest,26,615,0.00694562087074369
1880,M,Will,27,588,0.00664069117397933
1880,M,Jesse,28,569,0.00642611101699701
1880,M,Oscar,29,544,0.00614376870517816
1880,M,Lewis,30,517,0.0058388390084138
1880,M,Peter,31,496,0.00560167146648597
1880,M,Benjamin,32,490,0.00553390931164944
1880,M,Frederick,33,483,0.00545485346434017
1880,M,Willie,34,476,0.00537579761703089
1880,M,Alfred,35,469,0.00529674176972161
1880,M,Sam,36,457,0.00516121746004856
1880,M,Roy,37,440,0.00496922468801175
1880,M,Herbert,38,424,0.00478852560844768
1880,M,Jacob,39,404,0.0045626517589926
1880,M,Tom,40,399,0.00450618329662883
1880,M,Elmer,41,373,0.00421254729233723
1880,M,Carl,42,372,0.00420125359986448
1880,M,Lee,43,361,0.00407702298266418
1880,M,Howard,44,357,0.00403184821277317
1880,M,Martin,45,357,0.00403184821277317
1880,M,Michael,46,354,0.0039979671353549
1880,M,Bert,47,348,0.00393020498051838
1880,M,Herman,48,347,0.00391891128804563
1880,M,Jim,49,345,0.00389632390310012
1880,M,Francis,50,344,0.00388503021062736
1880,M,Harvey,51,344,0.00388503021062736
1880,M,Earl,52,335,0.00378338697837258
1880,M,Eugene,53,328,0.0037043311310633
1880,M,Ralph,54,317,0.00358010051386301
1880,M,Ed,55,310,0.00350104466655373
1880,M,Claude,56,309,0.00348975097408098
1880,M,Edwin,57,309,0.00348975097408098
1880,M,Ben,58,305,0.00344457620418996
1880,M,Charley,59,305,0.00344457620418996
1880,M,Paul,60,301,0.00339940143429894
1880,M,Edgar,61,283,0.00319611496978937
1880,M,Isaac,62,274,0.00309447173753459
1880,M,Otto,63,271,0.00306059066011633
1880,M,Luther,64,260,0.00293636004291603
1880,M,Lawrence,65,257,0.00290247896549777
1880,M,Ira,66,249,0.00281212942571574
1880,M,Patrick,67,248,0.00280083573324298
1880,M,Guy,68,239,0.0026991925009882
1880,M,Oliver,69,234,0.00264272403862443
1880,M,Theodore,70,232,0.00262013665367892
1880,M,Hugh,71,224,0.00252978711389689
1880,M,Clyde,72,221,0.00249590603647863
1880,M,Alexander,73,211,0.00238296911175109
1880,M,August,74,210,0.00237167541927833
1880,M,Floyd,75,206,0.00232650064938732
1880,M,Homer,76,205,0.00231520695691456
1880,M,Jack,77,204,0.00230391326444181
1880,M,Leonard,78,200,0.00225873849455079
1880,M,Horace,79,199,0.00224744480207804
1880,M,Marion,80,189,0.0021345078773505
1880,M,Philip,81,186,0.00210062679993224
1880,M,Allen,82,184,0.00207803941498673
1880,M,Archie,83,183,0.00206674572251398
1880,M,Stephen,84,176,0.0019876898752047
1880,M,Chester,85,168,0.00189734033542267
1880,M,Willis,86,166,0.00187475295047716
1880,M,Raymond,87,165,0.0018634592580044
1880,M,Rufus,88,163,0.0018408718730589
1880,M,Warren,89,158,0.00178440341069513
1880,M,Jessie,90,154,0.00173922864080411
1880,M,Milton,91,149,0.00168276017844034
1880,M,Alex,92,147,0.00166017279349483
1880,M,Leo,93,147,0.00166017279349483
1880,M,Julius,94,143,0.00161499802360382
1880,M,Ray,95,142,0.00160370433113106
1880,M,Sidney,96,142,0.00160370433113106
1880,M,Bernard,97,140,0.00158111694618556
1880,M,Dan,98,140,0.00158111694618556
1880,M,Jerry,99,136,0.00153594217629454
1880,M,Calvin,100,134,0.00151335479134903
1881,F,Anna,1,2698,0.0423507989828274
1881,F,Emma,2,2034,0.0319279188773428
1881,F,Elizabeth,3,1852,0.0290710451134901
1881,F,Margaret,4,1658,0.0260258060465262
1881,F,Minnie,5,1653,0.0259473205035632
1881,F,Ida,6,1439,0.0225881392647474
1881,F,Annie,7,1326,0.0208143659937839
1881,F,Bertha,8,1324,0.0207829717765988
1881,F,Alice,9,1308,0.0205318180391172
1881,F,Clara,10,1242,0.0194958088720058
1881,F,Sarah,11,1226,0.0192446551345242
1881,F,Ella,12,1148,0.0180202806643016
1881,F,Nellie,13,1096,0.0172040310174866
1881,F,Grace,14,1089,0.0170941512573384
1881,F,Florence,15,1046,0.0164191755878567
1881,F,Martha,16,1044,0.0163877813706715
1881,F,Cora,17,969,0.0152104982262267
1881,F,Laura,18,962,0.0151006184660785
1881,F,Carrie,19,958,0.0150378300317082
1881,F,Maude,20,923,0.0144884312309673
1881,F,Bessie,21,903,0.0141744890591153
1881,F,Mabel,22,893,0.0140175179731893
1881,F,Gertrude,23,791,0.0124164128967444
1881,F,Ethel,24,788,0.0123693215709666
1881,F,Jennie,25,784,0.0123065331365962
1881,F,Edith,26,778,0.0122123504850407
1881,F,Hattie,27,775,0.0121652591592629
1881,F,Mattie,28,754,0.0118356198788183
1881,F,Julia,29,737,0.0115687690327442
1881,F,Rose,30,734,0.0115216777069664
1881,F,Lillian,31,723,0.0113490095124478
1881,F,Lillie,32,678,0.0106426396257809
1881,F,Eva,33,661,0.0103757887797068
1881,F,Jessie,34,661,0.0103757887797068
1881,F,Lula,35,655,0.0102816061281512
1881,F,Myrtle,36,643,0.01009324082504
1881,F,Pearl,37,641,0.0100618466078548
1881,F,Edna,38,637,0.00999905817348444
1881,F,Catherine,39,635,0.00996766395629925
1881,F,Ada,40,628,0.00985778419615107
1881,F,Louise,41,617,0.0096851160016325
1881,F,Helen,42,612,0.00960663045866951
1881,F,Lucy,43,611,0.00959093335007692
1881,F,Frances,44,586,0.00919850563526198
1881,F,Dora,45,585,0.00918280852666939
1881,F,Fannie,46,565,0.00886886635481744
1881,F,Josephine,47,563,0.00883747213763225
1881,F,Daisy,48,562,0.00882177502903965
1881,F,Lena,49,555,0.00871189526889147
1881,F,Maggie,50,532,0.00835086177126173
1881,F,Katherine,51,504,0.00791134273066901
1881,F,Rosa,52,500,0.00784855429629862
1881,F,Marie,53,499,0.00783285718770602
1881,F,Nora,54,498,0.00781716007911343
1881,F,Effie,55,463,0.00726776127837252
1881,F,Blanche,56,456,0.00715788151822434
1881,F,May,57,451,0.00707939597526136
1881,F,Nancy,58,429,0.00673405958622422
1881,F,Della,59,428,0.00671836247763162
1881,F,Agnes,60,424,0.00665557404326123
1881,F,Nettie,61,419,0.00657708850029824
1881,F,Sallie,62,416,0.00652999717452045
1881,F,Stella,63,416,0.00652999717452045
1881,F,Ellen,64,413,0.00648290584874266
1881,F,Mamie,65,412,0.00646720874015006
1881,F,Lizzie,66,396,0.00621605500266851
1881,F,Susie,67,367,0.00576083885348319
1881,F,Sadie,68,366,0.00574514174489059
1881,F,Elsie,69,344,0.00539980535585345
1881,F,Maud,70,328,0.0051486516183719
1881,F,Flora,71,317,0.00497598342385333
1881,F,Caroline,72,316,0.00496028631526073
1881,F,Etta,73,316,0.00496028631526073
1881,F,Mae,74,314,0.00492889209807553
1881,F,Lulu,75,313,0.00491319498948294
1881,F,Lydia,76,299,0.00469343546918658
1881,F,Alma,77,293,0.00459925281763099
1881,F,Susan,78,292,0.0045835557090384
1881,F,Lottie,79,289,0.0045364643832606
1881,F,Addie,80,287,0.00450507016607541
1881,F,Mollie,81,281,0.00441088751451983
1881,F,Katie,82,279,0.00437949329733463
1881,F,Ruth,83,275,0.00431670486296424
1881,F,Harriet,84,270,0.00423821932000126
1881,F,Kate,85,267,0.00419112799422346
1881,F,Amanda,86,263,0.00412833955985308
1881,F,Nannie,87,258,0.00404985401689009
1881,F,Georgia,88,256,0.00401845979970489
1881,F,Emily,89,244,0.00383009449659373
1881,F,Eliza,90,238,0.00373591184503814
1881,F,Viola,91,237,0.00372021473644555
1881,F,Amelia,92,235,0.00368882051926035
1881,F,Willie,93,229,0.00359463786770477
1881,F,Charlotte,94,227,0.00356324365051957
1881,F,Rebecca,95,226,0.00354754654192698
1881,F,Belle,96,219,0.0034376667817788
1881,F,Kathryn,97,218,0.0034219696731862
1881,F,Jane,98,216,0.003390575456001
1881,F,Olive,99,211,0.00331208991303802
1881,F,Virginia,100,210,0.00329639280444542
1881,M,John,1,8769,0.108457428387671
1881,M,William,2,8524,0.105427200316628
1881,M,James,3,5442,0.0673081680106862
1881,M,George,4,4664,0.0576856478503933
1881,M,Charles,5,4636,0.0573393360708455
1881,M,Frank,6,2834,0.0350516994013754
1881,M,Joseph,7,2456,0.0303764903774798
1881,M,Henry,8,2339,0.0289294018700836
1881,M,Thomas,9,2282,0.028224410033147
1881,M,Edward,10,2177,0.0269257408598427
1881,M,Robert,11,2140,0.0264681145797259
1881,M,Harry,12,2002,0.0247612922376688
1881,M,Walter,13,1670,0.020655023994459
1881,M,Arthur,14,1575,0.0194800375995646
1881,M,Fred,15,1418,0.0175382179785287
1881,M,Albert,16,1319,0.0163137584722703
1881,M,Samuel,17,919,0.011366447335873
1881,M,David,18,750,0.00927620838074507
1881,M,Louis,19,746,0.00922673526938109
1881,M,Charlie,20,668,0.0082620095977836
1881,M,Clarence,21,668,0.0082620095977836
1881,M,Richard,22,641,0.00792806609607678
1881,M,Joe,23,639,0.0079033295403948
1881,M,Andrew,24,588,0.00727254737050413
1881,M,Ernest,25,571,0.00706228664720724
1881,M,Will,26,550,0.00680255281254638
1881,M,Jesse,27,536,0.00662939692277247
1881,M,Oscar,28,530,0.00655518725572651
1881,M,Daniel,29,527,0.00651808242220353
1881,M,Willie,30,498,0.00615940236481472
1881,M,Benjamin,31,481,0.00594914164151784
1881,M,Sam,32,481,0.00594914164151784
1881,M,Alfred,33,466,0.00576361747390293
1881,M,Roy,34,440,0.0054420422500371
1881,M,Lewis,35,439,0.00542967397219611
1881,M,Frederick,36,433,0.00535546430515015
1881,M,Peter,37,428,0.00529362291594518
1881,M,Elmer,38,388,0.00479889180230545
1881,M,Jacob,39,381,0.00471231385741849
1881,M,Herbert,40,369,0.00456389452332657
1881,M,Carl,41,359,0.00444021174491664
1881,M,Howard,42,359,0.00444021174491664
1881,M,Tom,43,349,0.0043165289665067
1881,M,Lee,44,342,0.00422995102161975
1881,M,Ralph,45,329,0.00406916340968684
1881,M,Martin,46,327,0.00404442685400485
1881,M,Jim,47,323,0.00399495374264087
1881,M,Earl,48,314,0.00388363924207193
1881,M,Eugene,49,314,0.00388363924207193
1881,M,Bert,50,312,0.00385890268638995
1881,M,Edgar,51,312,0.00385890268638995
1881,M,Herman,52,304,0.003759956463662
1881,M,Claude,53,302,0.00373521990798001
1881,M,Michael,54,298,0.00368574679661604
1881,M,Paul,55,291,0.00359916885172909
1881,M,Ben,56,289,0.0035744322960471
1881,M,Ira,57,286,0.00353732746252412
1881,M,Harvey,58,282,0.00348785435116014
1881,M,Chester,59,274,0.0033889081284322
1881,M,Edwin,60,274,0.0033889081284322
1881,M,Ed,61,272,0.00336417157275021
1881,M,Charley,62,266,0.00328996190570425
1881,M,Francis,63,259,0.0032033839608173
1881,M,Isaac,64,258,0.0031910156829763
1881,M,Luther,65,249,0.00307970118240736
1881,M,Lawrence,66,244,0.00301785979320239
1881,M,Oliver,67,238,0.00294365012615643
1881,M,Clyde,68,232,0.00286944045911047
1881,M,Otto,69,221,0.00273338940285955
1881,M,Hugh,70,220,0.00272102112501855
1881,M,Alexander,71,209,0.00258497006876762
1881,M,Leonard,72,206,0.00254786523524464
1881,M,Jack,73,197,0.0024365507346757
1881,M,Raymond,74,195,0.00241181417899372
1881,M,Patrick,75,188,0.00232523623410676
1881,M,Guy,76,186,0.00230049967842478
1881,M,Homer,77,181,0.00223865828921981
1881,M,Floyd,78,178,0.00220155345569683
1881,M,Theodore,79,178,0.00220155345569683
1881,M,Allen,80,172,0.00212734378865087
1881,M,August,81,172,0.00212734378865087
1881,M,Marion,82,162,0.00200366101024093
1881,M,Philip,83,156,0.00192945134319497
1881,M,Warren,84,156,0.00192945134319497
1881,M,Horace,85,152,0.001879978231831
1881,M,Dan,86,148,0.00183050512046703
1881,M,Ray,87,148,0.00183050512046703
1881,M,Garfield,88,147,0.00181813684262603
1881,M,Stephen,89,147,0.00181813684262603
1881,M,Emil,90,145,0.00179340028694405
1881,M,Jessie,91,143,0.00176866373126206
1881,M,Milton,92,143,0.00176866373126206
1881,M,Willis,93,142,0.00175629545342107
1881,M,Calvin,94,138,0.00170682234205709
1881,M,Dave,95,135,0.00166971750853411
1881,M,Bernard,96,130,0.00160787611932914
1881,M,Julius,97,129,0.00159550784148815
1881,M,Leroy,98,129,0.00159550784148815
1881,M,Sidney,99,129,0.00159550784148815
1881,M,Anthony,100,128,0.00158313956364716
1882,F,Anna,1,3143,0.0423893399509077
1882,F,Emma,2,2303,0.0310603404094624
1882,F,Elizabeth,3,2187,0.0294958595204057
1882,F,Minnie,4,2004,0.0270277560488765
1882,F,Margaret,5,1821,0.0245596525773474
1882,F,Ida,6,1673,0.0225635907533785
1882,F,Alice,7,1542,0.0207968063010817
1882,F,Bertha,8,1508,0.0203382515577374
1882,F,Annie,9,1492,0.0201224610902813
1882,F,Clara,10,1490,0.0200954872818493
1882,F,Sarah,11,1410,0.0190165349445688
1882,F,Florence,12,1322,0.0178296873735603
1882,F,Martha,13,1229,0.0165754052814717
1882,F,Ella,14,1206,0.0162652064845035
1882,F,Grace,15,1195,0.0161168505381275
1882,F,Laura,16,1151,0.0155234267526232
1882,F,Bessie,17,1144,0.0154290184231112
1882,F,Nellie,18,1138,0.0153480969978151
1882,F,Maude,19,1089,0.0146872386912308
1882,F,Cora,20,1076,0.0145119089364227
1882,F,Carrie,21,1037,0.0139859196719985
1882,F,Mabel,22,997,0.0134464435033582
1882,F,Ethel,23,989,0.0133385482696302
1882,F,Mattie,24,966,0.013028349472662
1882,F,Gertrude,25,939,0.0126642030588299
1882,F,Jennie,26,934,0.0125967685377498
1882,F,Rose,27,886,0.0119493971353815
1882,F,Edith,28,876,0.0118145280932215
1882,F,Hattie,29,859,0.0115852507215494
1882,F,Helen,30,838,0.0113020257330132
1882,F,Lillian,31,830,0.0111941304992852
1882,F,Pearl,32,824,0.0111132090739892
1882,F,Louise,33,813,0.0109648531276131
1882,F,Julia,34,811,0.0109378793191811
1882,F,Lillie,35,810,0.0109243924149651
1882,F,Jessie,36,806,0.010870444798101
1882,F,Myrtle,37,803,0.010829984085453
1882,F,Edna,38,783,0.0105602460011329
1882,F,Lula,39,780,0.0105197852884849
1882,F,Eva,40,765,0.0103174817252448
1882,F,Catherine,41,726,0.00979149246082054
1882,F,Lena,42,697,0.00940037223855636
1882,F,Ada,43,689,0.00929247700482831
1882,F,Frances,44,681,0.00918458177110026
1882,F,Lucy,45,673,0.00907668653737221
1882,F,Fannie,46,650,0.00876648774040407
1882,F,Daisy,47,648,0.00873951393197206
1882,F,Josephine,48,638,0.00860464488981199
1882,F,Maggie,49,627,0.00845628894343592
1882,F,Dora,50,594,0.00801122110430772
1882,F,Katherine,51,591,0.0079707603916597
1882,F,Marie,52,591,0.0079707603916597
1882,F,Agnes,53,565,0.00762010088204354
1882,F,Effie,54,561,0.00756615326517951
1882,F,Blanche,55,547,0.00737733660615542
1882,F,Rosa,56,542,0.00730990208507539
1882,F,Nora,57,539,0.00726944137242737
1882,F,May,58,511,0.0068918080543792
1882,F,Mamie,59,508,0.00685134734173118
1882,F,Stella,60,506,0.00682437353329917
1882,F,Lizzie,61,495,0.0066760175869231
1882,F,Sallie,62,487,0.00656812235319505
1882,F,Ellen,63,452,0.00609608070563483
1882,F,Elsie,64,448,0.0060421330887708
1882,F,Della,65,447,0.0060286461845548
1882,F,Nancy,66,439,0.00592075095082675
1882,F,Nettie,67,439,0.00592075095082675
1882,F,Maud,68,432,0.0058263426213147
1882,F,Susie,69,412,0.00555660453699458
1882,F,Mae,70,406,0.00547568311169854
1882,F,Sadie,71,391,0.00527337954845845
1882,F,Flora,72,380,0.00512502360208238
1882,F,Alma,73,368,0.0049631807514903
1882,F,Etta,74,352,0.0047473902840342
1882,F,Lydia,75,342,0.00461252124187414
1882,F,Addie,76,341,0.00459903433765813
1882,F,Katie,77,327,0.00441021767863405
1882,F,Susan,78,326,0.00439673077441804
1882,F,Ruth,79,323,0.00435627006177002
1882,F,Georgia,80,320,0.004315809349122
1882,F,Lottie,81,319,0.004302322444906
1882,F,Viola,82,310,0.00418094030696194
1882,F,Mollie,83,305,0.00411350578588191
1882,F,Caroline,84,304,0.0041000188816659
1882,F,Nannie,85,299,0.00403258436058587
1882,F,Kate,86,293,0.00395166293528983
1882,F,Olive,87,291,0.00392468912685782
1882,F,Willie,88,291,0.00392468912685782
1882,F,Harriet,89,289,0.00389771531842581
1882,F,Amanda,90,288,0.0038842284142098
1882,F,Eliza,91,280,0.00377633318048175
1882,F,Lulu,92,279,0.00376284627626575
1882,F,Virginia,93,274,0.00369541175518571
1882,F,Emily,94,272,0.0036684379467537
1882,F,Kathryn,95,272,0.0036684379467537
1882,F,Esther,96,266,0.00358751652145766
1882,F,Belle,97,264,0.00356054271302565
1882,F,Rebecca,98,259,0.00349310819194562
1882,F,Charlotte,99,257,0.00346613438351361
1882,F,Jane,100,254,0.00342567367086559
1882,M,John,1,9557,0.105595209157404
1882,M,William,2,9298,0.102733520429585
1882,M,James,3,5892,0.0651006563100789
1882,M,George,4,5193,0.0573774114423353
1882,M,Charles,5,5092,0.0562614633283981
1882,M,Frank,6,3176,0.0350915961372727
1882,M,Joseph,7,2670,0.0295008065763596
1882,M,Thomas,8,2610,0.0288378671027335
1882,M,Henry,9,2579,0.0284953483746934
1882,M,Robert,10,2500,0.0276224780677524
1882,M,Edward,11,2477,0.0273683512695291
1882,M,Harry,12,2232,0.0246613484188894
1882,M,Walter,13,1805,0.0199434291649172
1882,M,Arthur,14,1686,0.0186285992088922
1882,M,Fred,15,1641,0.0181313946036727
1882,M,Albert,16,1499,0.0165624378494243
1882,M,Samuel,17,1003,0.0110821382007823
1882,M,Louis,18,852,0.00941374052549002
1882,M,David,19,838,0.00925905464831061
1882,M,Clarence,20,837,0.00924800565708351
1882,M,Charlie,21,753,0.00831989039400703
1882,M,Richard,22,746,0.00824254745541732
1882,M,Joe,23,739,0.00816520451682761
1882,M,Andrew,24,673,0.00743597109583895
1882,M,Will,25,666,0.00735862815724924
1882,M,Jesse,26,660,0.00729233420988664
1882,M,Ernest,27,642,0.00709345236779882
1882,M,Oscar,28,625,0.0069056195169381
1882,M,Daniel,29,594,0.00656310078889797
1882,M,Sam,30,555,0.00613219013104104
1882,M,Willie,31,541,0.00597750425386162
1882,M,Alfred,32,523,0.0057786224117738
1882,M,Roy,33,521,0.0057565244293196
1882,M,Benjamin,34,478,0.00528141780655426
1882,M,Carl,35,478,0.00528141780655426
1882,M,Peter,36,461,0.00509358495569355
1882,M,Frederick,37,457,0.00504938899078514
1882,M,Elmer,38,441,0.00487260513115153
1882,M,Lewis,39,441,0.00487260513115153
1882,M,Herbert,40,431,0.00476211521888052
1882,M,Lee,41,427,0.00471791925397211
1882,M,Howard,42,422,0.00466267429783661
1882,M,Ralph,43,407,0.00449693942943009
1882,M,Paul,44,397,0.00438644951715908
1882,M,Jim,45,396,0.00437540052593198
1882,M,Jacob,46,390,0.00430910657856938
1882,M,Tom,47,390,0.00430910657856938
1882,M,Martin,48,387,0.00427595960488807
1882,M,Earl,49,377,0.00416546969261706
1882,M,Claude,50,356,0.00393344087684794
1882,M,Herman,51,348,0.00384504894703114
1882,M,Bert,52,341,0.00376770600844143
1882,M,Eugene,53,341,0.00376770600844143
1882,M,Ed,54,337,0.00372351004353303
1882,M,Ben,55,334,0.00369036306985172
1882,M,Francis,56,327,0.00361302013126202
1882,M,Michael,57,321,0.00354672618389941
1882,M,Edgar,58,308,0.0034030892979471
1882,M,Edwin,59,305,0.00336994232426579
1882,M,Chester,60,300,0.00331469736813029
1882,M,Harvey,61,300,0.00331469736813029
1882,M,Clyde,62,293,0.00323735442954058
1882,M,Lawrence,63,287,0.00317106048217798
1882,M,Luther,64,284,0.00313791350849667
1882,M,Isaac,65,278,0.00307161956113407
1882,M,Jack,66,271,0.00299427662254436
1882,M,Charley,67,262,0.00289483570150045
1882,M,Guy,68,253,0.00279539478045654
1882,M,Otto,69,252,0.00278434578922944
1882,M,Patrick,70,249,0.00275119881554814
1882,M,Ira,71,244,0.00269595385941264
1882,M,Oliver,72,244,0.00269595385941264
1882,M,Hugh,73,239,0.00264070890327713
1882,M,August,74,234,0.00258546394714163
1882,M,Theodore,75,232,0.00256336596468742
1882,M,Floyd,76,231,0.00255231697346032
1882,M,Leonard,77,231,0.00255231697346032
1882,M,Raymond,78,230,0.00254126798223322
1882,M,Alexander,79,225,0.00248602302609772
1882,M,Allen,80,206,0.0022760921927828
1882,M,Stephen,81,201,0.00222084723664729
1882,M,Archie,82,195,0.00215455328928469
1882,M,Ray,83,195,0.00215455328928469
1882,M,Jessie,84,192,0.00212140631560339
1882,M,Homer,85,190,0.00209930833314918
1882,M,Warren,86,183,0.00202196539455948
1882,M,Philip,87,182,0.00201091640333238
1882,M,Horace,88,176,0.00194462245596977
1882,M,Alex,89,172,0.00190042649106137
1882,M,Eddie,90,169,0.00186727951738006
1882,M,Julius,91,168,0.00185623052615296
1882,M,Emil,92,157,0.00173469162265485
1882,M,Marion,93,157,0.00173469162265485
1882,M,Clifford,94,155,0.00171259364020065
1882,M,Milton,95,155,0.00171259364020065
1882,M,Leroy,96,152,0.00167944666651935
1882,M,Dan,97,150,0.00165734868406514
1882,M,Rufus,98,147,0.00162420171038384
1882,M,Leo,99,146,0.00161315271915674
1882,M,Sidney,100,146,0.00161315271915674
1883,F,Anna,1,3306,0.0429021918270416
1883,F,Emma,2,2367,0.0307167235494881
1883,F,Elizabeth,3,2255,0.029263291763454
1883,F,Minnie,4,2035,0.0264083364694585
1883,F,Margaret,5,1881,0.0244098677636616
1883,F,Bertha,6,1681,0.0218144538600293
1883,F,Ida,7,1634,0.0212045315926757
1883,F,Annie,8,1589,0.0206205634643585
1883,F,Clara,9,1548,0.0200885036141139
1883,F,Alice,10,1488,0.0193098794430242
1883,F,Sarah,11,1359,0.0176358374751814
1883,F,Grace,12,1307,0.016961029860237
1883,F,Florence,13,1298,0.0168442362345735
1883,F,Martha,14,1255,0.0162862222452926
1883,F,Ella,15,1251,0.0162343139672199
1883,F,Nellie,16,1246,0.0161694286196291
1883,F,Bessie,17,1241,0.0161045432720383
1883,F,Laura,18,1183,0.0153518732399849
