year,gender,name,rank,freq,prop
1915,F,Margaret,3,23055,0.0385564131080098
1915,F,Ruth,4,21881,0.0365930546613039
1915,F,Mildred,5,15252,0.0255069361406795
1915,F,Anna,6,15120,0.0252861837429238
1915,F,Elizabeth,7,14103,0.0235853868602152
1915,F,Frances,8,12787,0.0213845523492571
1915,F,Evelyn,9,11594,0.0193894189362076
1915,F,Marie,10,11362,0.0190014298734855
1915,F,Virginia,11,10952,0.0183157595471231
1915,F,Alice,12,10525,0.0176016589877165
1915,F,Florence,13,10104,0.0168975926282078
1915,F,Lillian,14,9546,0.0159644120376951
1915,F,Rose,15,9375,0.0156784373406026
1915,F,Irene,16,8323,0.0139191076251557
1915,F,Louise,17,8314,0.0139040563253088
1915,F,Catherine,18,8180,0.0136799591942537
1915,F,Edna,19,8143,0.0136180816282162
1915,F,Gladys,20,7857,0.0131397847664122
1915,F,Josephine,21,7605,0.0127183483706968
1915,F,Ethel,22,7379,0.0123403935078727
1915,F,Ruby,23,7237,0.0121029174436203
1915,F,Martha,24,7217,0.0120694701106271
1915,F,Hazel,25,7091,0.0118587519127694
1915,F,Grace,26,7044,0.0117801506802351
1915,F,Eleanor,27,7036,0.0117667717470378
1915,F,Lucille,28,7006,0.0117166007475479
1915,F,Thelma,29,6762,0.0113085432850298
1915,F,Edith,30,6760,0.0113051985517305
1915,F,Pauline,31,6334,0.0105927703589735
1915,F,Esther,32,6320,0.0105693572258782
1915,F,Doris,33,6292,0.0105225309596876
1915,F,Gertrude,34,6077,0.0101629721300098
1915,F,Annie,35,5936,0.00992716843240712
1915,F,Beatrice,36,5342,0.00893378264250654
1915,F,Clara,37,5285,0.00883845774347568
1915,F,Marjorie,38,5119,0.00856084487963141
1915,F,Emma,39,5044,0.00843541738090659
1915,F,Elsie,40,4967,0.00830664514888244
1915,F,Bernice,41,4937,0.00825647414939251
1915,F,Ann,42,4896,0.00818790711675628
1915,F,Julia,43,4831,0.0080792032845281
1915,F,Agnes,44,4795,0.00801899808514019
1915,F,Bertha,45,4785,0.00800227441864354
1915,F,Lois,46,4775,0.0079855507521469
1915,F,Jean,47,4603,0.00769790368840465
1915,F,Katherine,48,4489,0.00750725389034292
1915,F,Marion,49,4456,0.007452065790904
1915,F,Sarah,50,4414,0.0073818263916181
1915,F,Anne,51,4332,0.00724469232634563
1915,F,Betty,52,4182,0.00699383732889599
1915,F,Ida,53,4125,0.00689851242986512
1915,F,Eva,54,4079,0.00682158356398057
1915,F,Pearl,55,3976,0.00664932979906515
1915,F,Bessie,56,3888,0.00650216153389469
1915,F,Myrtle,57,3865,0.00646369710095241
1915,F,Viola,58,3855,0.00644697343445577
1915,F,Kathryn,59,3778,0.00631820120243162
1915,F,Laura,60,3722,0.00622454867005042
1915,F,Mabel,61,3683,0.00615932637071352
1915,F,Nellie,62,3679,0.00615263690411486
1915,F,Stella,63,3657,0.00611584483782224
1915,F,Vera,64,3460,0.00578638860783838
1915,F,Jessie,65,3356,0.0056124624762733
1915,F,Sylvia,66,3284,0.00549205207749747
1915,F,Minnie,67,3270,0.00546863894440217
1915,F,Jane,68,3265,0.00546027711115385
1915,F,Alma,69,3248,0.00543184687810956
1915,F,Rita,70,3063,0.00512245904792167
1915,F,Willie,71,3041,0.00508566698162905
1915,F,Jennie,72,3015,0.00504218544873778
1915,F,Leona,73,2972,0.00497027368280222
1915,F,Ella,74,2954,0.00494017108310826
1915,F,Genevieve,75,2928,0.00489668955021699
1915,F,Lena,76,2927,0.00489501718356733
1915,F,Vivian,77,2857,0.00477795151809083
1915,F,Lucy,78,2814,0.00470603975215526
1915,F,Wilma,79,2773,0.00463747271951903
1915,F,Charlotte,80,2757,0.0046107148531244
1915,F,Violet,81,2752,0.00460235301987608
1915,F,Barbara,82,2706,0.00452542415399152
1915,F,Lillie,83,2687,0.0044936491876479
1915,F,Marguerite,84,2687,0.0044936491876479
1915,F,Marian,85,2612,0.00436822168892308
1915,F,Blanche,86,2590,0.00433142962263047
1915,F,Ellen,87,2580,0.00431470595613382
1915,F,Mae,88,2486,0.00415750349106538
1915,F,Opal,89,2482,0.00415081402446672
1915,F,Mattie,90,2434,0.00407054042528284
1915,F,Juanita,91,2398,0.00401033522589493
1915,F,Theresa,92,2309,0.00386149459407481
1915,F,Velma,93,2287,0.00382470252778219
1915,F,Beulah,94,2268,0.00379292756143857
1915,F,June,95,2139,0.00357719226363188
1915,F,Sophie,96,2112,0.00353203836409094
1915,F,Maxine,97,2110,0.00352869363079161
1915,F,Emily,98,2091,0.00349691866444799
1915,F,Phyllis,99,2088,0.003491901564499
1915,F,Inez,100,2005,0.00335309513257687
1915,M,John,1,47577,0.0782426365385564
1915,M,William,2,38563,0.0634186853487263
1915,M,James,3,33776,0.0555462364530399
1915,M,Robert,4,28738,0.0472610061341622
1915,M,Joseph,5,23050,0.0379068199384939
1915,M,George,6,22308,0.03668656569145
1915,M,Charles,7,21959,0.0361126186129886
1915,M,Edward,8,15889,0.0261302152712681
1915,M,Frank,9,15005,0.024676435278833
1915,M,Thomas,10,11490,0.0188958508066506
1915,M,Walter,11,11257,0.0185126712385087
1915,M,Harold,12,10444,0.0171756541187692
1915,M,Paul,13,10327,0.0169832420609469
1915,M,Henry,14,10139,0.0166740671304291
1915,M,Richard,15,9144,0.0150377423651882
1915,M,Raymond,16,8982,0.014771325669742
1915,M,Albert,17,8825,0.0145131317118095
1915,M,Arthur,18,8563,0.0140822602660878
1915,M,Harry,19,8470,0.0139293173483316
1915,M,Donald,20,7117,0.0117042445771046
1915,M,Ralph,21,6816,0.0112092357787755
1915,M,Carl,22,6613,0.0108753926357163
1915,M,Louis,23,6519,0.0107208051704573
1915,M,Clarence,24,6267,0.0103063791997632
1915,M,Howard,25,6103,0.0100366734093114
1915,M,Fred,26,5778,0.00950219547091618
1915,M,Jack,27,5748,0.00945285904583354
1915,M,Kenneth,28,5682,0.00934431891065173
1915,M,Francis,29,5594,0.00919959873040933
1915,M,Willie,30,5433,0.00893482658246583
1915,M,David,31,5395,0.00887233377736116
1915,M,Roy,32,5052,0.00830825398391632
1915,M,Earl,33,4908,0.00807143914351966
1915,M,Stanley,34,4808,0.0079069843932442
1915,M,Ernest,35,4788,0.00787409344318911
1915,M,Anthony,36,4722,0.0077655533080073
1915,M,Lawrence,37,4688,0.00770963869291364
1915,M,Joe,38,4648,0.00764385679280346
1915,M,Samuel,39,4351,0.00715542618448534
1915,M,Herbert,40,4341,0.00713898070945779
1915,M,Eugene,41,4321,0.0071060897594027
1915,M,Alfred,42,4232,0.00695972503165754
1915,M,Michael,43,4083,0.0067146874537471
1915,M,Leonard,44,3993,0.00656667817849919
1915,M,Elmer,45,3802,0.00625256960547305
1915,M,Andrew,46,3573,0.00587596822734225
1915,M,Leo,47,3529,0.00580360813722104
1915,M,Bernard,48,3302,0.00543029585409575
1915,M,Peter,49,3302,0.00543029585409575
1915,M,Norman,50,3262,0.00536451395398556
1915,M,Russell,51,3250,0.00534477938395251
1915,M,Frederick,52,3159,0.00519512556120184
1915,M,Edwin,53,3151,0.0051819691811798
1915,M,Chester,54,3043,0.0050043580508823
1915,M,Daniel,55,3002,0.00493693160326936
1915,M,Herman,56,2983,0.00490568520071702
1915,M,Lester,57,2943,0.00483990330060684
1915,M,Willard,58,2889,0.00475109773545809
1915,M,Floyd,59,2824,0.00464420214777904
1915,M,Melvin,60,2780,0.00457184205765784
1915,M,Clifford,61,2741,0.00450770470505041
1915,M,Lloyd,62,2653,0.004362984524808
1915,M,Clyde,63,2517,0.00413932606443337
1915,M,Theodore,64,2504,0.00411794694689756
1915,M,Vincent,65,2491,0.00409656782936175
1915,M,Leroy,66,2451,0.00403078592925157
1915,M,Ray,67,2365,0.00388935484401467
1915,M,Sam,68,2339,0.00384659660894305
1915,M,Philip,69,2328,0.00382850658641275
1915,M,Lewis,70,2307,0.0037939710888549
1915,M,Benjamin,71,2241,0.0036854309536731
1915,M,Marvin,72,2227,0.00366240728863453
1915,M,Milton,73,2225,0.00365911819362902
1915,M,Victor,74,2211,0.00363609452859046
1915,M,Charlie,75,2193,0.00360649267354088
1915,M,Cecil,76,2181,0.00358675810350782
1915,M,Jesse,77,2111,0.003471639778315
1915,M,Gerald,78,2085,0.00342888154324338
1915,M,Martin,79,2070,0.00340421333070206
1915,M,Vernon,80,2060,0.00338776785567451
1915,M,Alvin,81,2006,0.00329896229052576
1915,M,Leon,82,1977,0.00325127041294588
1915,M,Woodrow,83,1966,0.00323318039041558
1915,M,Lee,84,1916,0.00315095301527785
1915,M,Edgar,85,1895,0.00311641751772
1915,M,Stephen,86,1850,0.00304241288009604
1915,M,Glenn,87,1842,0.003029256500074
1915,M,Oscar,88,1788,0.00294045093492526
1915,M,Everett,89,1731,0.00284671172726824
1915,M,Gordon,90,1717,0.00282368806222968
1915,M,Arnold,91,1690,0.0027792852796553
1915,M,Wilbur,92,1685,0.00277106254214153
1915,M,Morris,93,1660,0.00272994885457266
1915,M,Sidney,94,1615,0.00265594421694871
1915,M,Harvey,95,1613,0.0026526551219432
1915,M,Claude,96,1605,0.00263949874192116
1915,M,Wayne,97,1517,0.00249477856167875
1915,M,Homer,98,1487,0.00244544213659612
1915,M,Allen,99,1458,0.00239775025901623
1915,M,Gilbert,100,1452,0.0023878829739997
1916,F,Helen,1,32661,0.0516240694200768
1916,F,Dorothy,2,27415,0.043332226911344
1916,F,Margaret,3,24954,0.0394423633173692
1916,F,Ruth,4,23189,0.0366525993013735
1916,F,Mildred,5,15633,0.0247095642277965
1916,F,Anna,6,15228,0.0240694200768173
1916,F,Elizabeth,7,14939,0.0236126258555013
1916,F,Frances,8,13746,0.0217269666650861
1916,F,Virginia,9,12488,0.0197385682899458
1916,F,Evelyn,10,11890,0.0187933677904753
1916,F,Marie,11,11682,0.0184646023993551
1916,F,Alice,12,10719,0.0169424818625824
1916,F,Florence,13,10412,0.0164572367901117
1916,F,Rose,14,9605,0.0151816902966792
1916,F,Lillian,15,9592,0.0151611424597341
1916,F,Irene,16,9033,0.0142775854710987
1916,F,Louise,17,8630,0.0136406025258033
1916,F,Edna,18,8625,0.0136326995115937
1916,F,Catherine,19,8470,0.0133877060710955
1916,F,Josephine,20,8127,0.0128455592963156
1916,F,Gladys,21,8019,0.0126748541893878
1916,F,Ruby,22,7685,0.0121469328401852
1916,F,Martha,23,7610,0.012028387627041
1916,F,Ethel,24,7601,0.0120141622014636
1916,F,Grace,25,7461,0.0117928778035943
1916,F,Eleanor,26,7406,0.0117059446472885
1916,F,Edith,27,7306,0.0115478843630961
1916,F,Thelma,28,7290,0.0115225947176253
1916,F,Lucille,29,7241,0.011445145178371
1916,F,Hazel,30,7214,0.0114024689016391
1916,F,Doris,31,7160,0.0113171163481752
1916,F,Pauline,32,6655,0.0105189119130036
1916,F,Esther,33,6420,0.0101474702451515
1916,F,Gertrude,34,6243,0.00986770354213097
1916,F,Annie,35,6106,0.00965116095278739
1916,F,Marjorie,36,5865,0.00927023566788373
1916,F,Beatrice,37,5586,0.00882924747498696
1916,F,Clara,38,5543,0.00876128155278423
1916,F,Ann,39,5343,0.00844516098439945
1916,F,Emma,40,5217,0.00824600502631704
1916,F,Bernice,41,5183,0.00819226452969163
1916,F,Lois,42,5149,0.00813852403306621
1916,F,Betty,43,5136,0.0081179761961212
1916,F,Jean,44,5081,0.00803104303981539
1916,F,Julia,45,5066,0.00800733399718653
1916,F,Marion,46,5033,0.00795517410340304
1916,F,Elsie,47,5028,0.00794727108919342
1916,F,Bertha,48,4900,0.00774495392542716
1916,F,Agnes,49,4853,0.00767066559185673
1916,F,Katherine,50,4801,0.00758847424407669
1916,F,Sarah,51,4795,0.00757899062702515
1916,F,Anne,52,4570,0.00722335498759227
1916,F,Ida,53,4363,0.00689617019931402
1916,F,Eva,54,4337,0.006855074525424
1916,F,Bessie,55,4122,0.00651524491441036
1916,F,Pearl,56,4073,0.00643779537515608
1916,F,Myrtle,57,3960,0.00625918725401868
1916,F,Viola,58,3948,0.0062402200199156
1916,F,Kathryn,59,3933,0.00621651097728674
1916,F,Nellie,60,3862,0.00610428817551014
1916,F,Jane,61,3826,0.00604738647320088
1916,F,Stella,62,3818,0.00603474165046549
1916,F,Laura,63,3743,0.00591619643732119
1916,F,Mabel,64,3680,0.00581661845827999
1916,F,Vera,65,3622,0.0057249434934484
1916,F,Rita,66,3477,0.00549575608136943
1916,F,Jessie,67,3414,0.00539617810232823
1916,F,Sylvia,68,3414,0.00539617810232823
1916,F,Alma,69,3403,0.00537879147106706
1916,F,Minnie,70,3274,0.00517489370445888
1916,F,Marian,71,3198,0.00505476788847266
1916,F,Willie,72,3116,0.0049251584554349
1916,F,Barbara,73,3113,0.00492041664690913
1916,F,Leona,74,3086,0.00487774037017719
1916,F,Genevieve,75,3063,0.00484138650481294
1916,F,Vivian,76,3049,0.004819258065026
1916,F,Marguerite,77,3034,0.00479554902239714
1916,F,Jennie,78,3010,0.00475761455419097
1916,F,Charlotte,79,2995,0.00473390551156211
1916,F,Ella,80,2965,0.00468648742630439
1916,F,Wilma,81,2962,0.00468174561777862
1916,F,Violet,82,2921,0.00461694090125974
1916,F,Lucy,83,2877,0.00454739437621509
1916,F,Lena,84,2869,0.0045347495534797
1916,F,June,85,2840,0.0044889120710639
1916,F,Ellen,86,2838,0.00448575086538006
1916,F,Lillie,87,2825,0.00446520302843505
1916,F,Blanche,88,2714,0.00428975611298149
1916,F,Juanita,89,2644,0.00417911391404682
1916,F,Opal,90,2636,0.00416646909131143
1916,F,Mae,91,2607,0.00412063160889563
1916,F,Mattie,92,2556,0.00404002086395751
1916,F,Geraldine,93,2549,0.00402895664406405
1916,F,Phyllis,94,2427,0.00383612309734933
1916,F,Maxine,95,2424,0.00383138128882356
1916,F,Beulah,96,2401,0.00379502742345931
1916,F,Theresa,97,2348,0.00371125547283734
1916,F,Velma,98,2319,0.00366541799042155
1916,F,Emily,99,2213,0.00349787408917761
1916,F,Sophie,100,2198,0.00347416504654875
1916,M,John,1,50046,0.0784747245716866
1916,M,William,2,40421,0.0633822251910671
1916,M,James,3,35569,0.0557740374513512
1916,M,Robert,4,31741,0.0497715348405448
1916,M,Joseph,5,23884,0.0374513511903082
1916,M,Charles,6,23613,0.0370264091298253
1916,M,George,7,23380,0.036661053040923
1916,M,Edward,8,17006,0.0266662903342146
1916,M,Frank,9,15293,0.0239802174574352
1916,M,Thomas,10,11997,0.0188119184487576
1916,M,Walter,11,11760,0.0184402901523206
1916,M,Paul,12,10792,0.0169224159288983
1916,M,Harold,13,10698,0.0167750190518304
1916,M,Henry,14,10655,0.0167075928208313
1916,M,Richard,15,10133,0.0158890697375395
1916,M,Raymond,16,9565,0.0149984162675975
1916,M,Albert,17,9044,0.0141814612361894
1916,M,Arthur,18,8922,0.0139901589063779
1916,M,Harry,19,8476,0.0132908077662474
1916,M,Donald,20,7737,0.0121320174241925
1916,M,Ralph,21,7085,0.0111096475960197
1916,M,Louis,22,6816,0.0106878416393042
1916,M,Carl,23,6785,0.0106392320309094
1916,M,Clarence,24,6304,0.00988499907484939
1916,M,Howard,25,6172,0.00967801622620089
1916,M,Jack,26,6162,0.00966233570736389
1916,M,Kenneth,27,6012,0.00942712792480878
1916,M,David,28,5813,0.00911508559995233
1916,M,Fred,29,5745,0.00900845807186068
1916,M,Willie,30,5660,0.00887517366174612
1916,M,Francis,31,5652,0.00886262924667651
1916,M,Earl,32,5553,0.00870739211019014
1916,M,Roy,33,5327,0.00835301238447378
1916,M,Stanley,34,5130,0.00804410616338473
1916,M,Joe,35,4911,0.00770070280085427
1916,M,Ernest,36,4823,0.00756271423508861
1916,M,Anthony,37,4749,0.00744667839569476
1916,M,Lawrence,38,4742,0.00743570203250885
1916,M,Eugene,39,4646,0.00728516905167358
1916,M,Herbert,40,4464,0.00699978360884005
1916,M,Samuel,41,4399,0.0068978602363995
1916,M,Leonard,42,4328,0.00678652855265675
1916,M,Alfred,43,4278,0.00670812595847171
1916,M,Michael,44,4210,0.00660149843038006
1916,M,Elmer,45,3936,0.00617185221424606
1916,M,Andrew,46,3723,0.00583785716301781
1916,M,Leo,47,3620,0.00567634781899664
1916,M,Norman,48,3609,0.00565909924827593
1916,M,Bernard,49,3476,0.00545054834774373
1916,M,Peter,50,3370,0.00528433484807145
1916,M,Russell,51,3330,0.00522161277272342
1916,M,Frederick,52,3325,0.00521377251330492
1916,M,Edwin,53,3300,0.0051745712162124
1916,M,Chester,54,3212,0.00503658265044674
1916,M,Daniel,55,3151,0.00494093148554099
1916,M,Herman,56,3043,0.00477158188210132
1916,M,Melvin,57,2984,0.00467906682096297
1916,M,Lloyd,58,2926,0.00458811981170833
1916,M,Lester,59,2907,0.00455832682591802
1916,M,Floyd,60,2783,0.00436388839233913
1916,M,Clifford,61,2767,0.00433879956219991
1916,M,Clyde,62,2707,0.00424471644917787
1916,M,Leroy,63,2699,0.00423217203410826
1916,M,Woodrow,64,2668,0.00418356242571354
1916,M,Theodore,65,2642,0.00414279307673732
1916,M,Marvin,66,2529,0.00396560321387914
1916,M,Vincent,67,2500,0.00392012970925182
1916,M,Charlie,68,2415,0.00378684529913726
1916,M,Willard,69,2413,0.00378370919536986
1916,M,Philip,70,2410,0.00377900503971875
1916,M,Lewis,71,2374,0.00372255517190553
1916,M,Milton,72,2345,0.00367708166727821
1916,M,Ray,73,2334,0.0036598330965575
1916,M,Sam,74,2313,0.00362690400699978
1916,M,Vernon,75,2288,0.00358770270990727
1916,M,Gerald,76,2261,0.00354536530904735
1916,M,Jesse,77,2230,0.00349675570065262
1916,M,Victor,78,2215,0.00347323492239711
1916,M,Benjamin,79,2186,0.00342776141776979
1916,M,Cecil,80,2181,0.00341992115835129
1916,M,Martin,81,2122,0.00332740609721294
1916,M,Alvin,82,2093,0.00328193259258562
1916,M,Lee,83,2016,0.00316119259754067
1916,M,Glenn,84,1970,0.00308906221089043
1916,M,Leon,85,1954,0.00306397338075122
1916,M,Oscar,86,1916,0.00300438740917059
1916,M,Stephen,87,1877,0.00294323338570627
1916,M,Edgar,88,1874,0.00293852923005516
1916,M,Arnold,89,1859,0.00291500845179965
1916,M,Gordon,90,1792,0.0028099489755917
1916,M,Everett,91,1764,0.00276604352284808
1916,M,Harvey,92,1763,0.00276447547096438
1916,M,Claude,93,1733,0.00271743391445336
1916,M,Wilbur,94,1680,0.00263432716461722
1916,M,Sidney,95,1659,0.00260139807505951
1916,M,Hugh,96,1619,0.00253867599971148
1916,M,Morris,97,1618,0.00253710794782778
1916,M,Wayne,98,1587,0.00248849833943306
1916,M,Alexander,99,1584,0.00248379418378195
1916,M,Maurice,100,1584,0.00248379418378195
1917,F,Helen,1,34249,0.0523720250292069
1917,F,Dorothy,2,28855,0.0441237636782903
1917,F,Margaret,3,25560,0.0390851983925524
1917,F,Ruth,4,23567,0.0360375927432427
1917,F,Mildred,5,16257,0.0248594706677513
1917,F,Anna,6,15160,0.0231819877789943
1917,F,Elizabeth,7,15130,0.0231361131329937
1917,F,Frances,8,14363,0.0219632513502437
1917,F,Virginia,9,14261,0.0218072775538415
1917,F,Evelyn,10,12532,0.0191633687893375
1917,F,Marie,11,11813,0.0180639064401886
1917,F,Alice,12,10990,0.0168054119849042
1917,F,Florence,13,10538,0.0161142339851611
1917,F,Lillian,14,9843,0.0150514713528127
1917,F,Rose,15,9784,0.0149612512156781
1917,F,Irene,16,9165,0.0140147043531981
1917,F,Catherine,17,8689,0.0132868266366545
1917,F,Louise,18,8582,0.0131232070659188
1917,F,Edna,19,8421,0.012877013132382
1917,F,Josephine,20,8326,0.0127317434200466
1917,F,Martha,21,8261,0.0126323483537119
1917,F,Gladys,22,8075,0.0123479255485079
1917,F,Ethel,23,7864,0.0120252738716366
1917,F,Doris,24,7819,0.0119564619026357
1917,F,Eleanor,25,7669,0.0117270886726324
1917,F,Ruby,26,7662,0.0117163845885656
1917,F,Edith,27,7533,0.0115191236107628
1917,F,Lucille,28,7528,0.0115114778364294
1917,F,Grace,29,7373,0.0112744588320927
1917,F,Hazel,30,7285,0.0111398932038241
1917,F,Thelma,31,7244,0.0110771978542899
1917,F,Pauline,32,6896,0.0105450519606824
1917,F,Betty,33,6639,0.0101520591599435
1917,F,Annie,34,6402,0.00978964945653836
1917,F,Marjorie,35,6399,0.00978506199193829
1917,F,Gertrude,36,6300,0.00963367566013616
1917,F,Esther,37,6281,0.00960462171766908
1917,F,Beatrice,38,5838,0.00892720611172617
1917,F,Jean,39,5692,0.00870394950118968
1917,F,Clara,40,5626,0.00860302527998826
1917,F,Bernice,41,5545,0.00847916373578651
1917,F,Lois,42,5485,0.00838741444378521
1917,F,Ann,43,5455,0.00834153979778456
1917,F,Marion,44,5371,0.00821309078898274
1917,F,Emma,45,5121,0.00783080207231068
1917,F,Julia,46,5078,0.00776504841304308
1917,F,Agnes,47,5067,0.00774822770950951
1917,F,Katherine,48,4956,0.00757849151930711
1917,F,Elsie,49,4938,0.00755096673170672
1917,F,Bertha,50,4880,0.0074622757494388
1917,F,Sarah,51,4768,0.00729101040436971
1917,F,Anne,52,4605,0.00704175816109952
1917,F,Eva,53,4286,0.00655395775862596
1917,F,Jane,54,4258,0.00651114142235869
1917,F,Ida,55,4247,0.00649432071882512
1917,F,Pearl,56,4232,0.0064713833958248
1917,F,Myrtle,57,4046,0.00618696059062078
1917,F,Viola,58,4040,0.00617778566142065
1917,F,Kathryn,59,3984,0.0060921529888861
1917,F,Bessie,60,3928,0.00600652031635156
1917,F,Stella,61,3872,0.00592088764381702
1917,F,Rita,62,3870,0.00591782933408364
1917,F,Laura,63,3808,0.00582302173234897
1917,F,Nellie,64,3808,0.00582302173234897
1917,F,Vera,65,3714,0.00567928117488027
1917,F,Barbara,66,3534,0.00540403329887638
1917,F,Mabel,67,3499,0.00535051287854229
1917,F,Sylvia,68,3469,0.00530463823254164
1917,F,Jessie,69,3465,0.00529852161307489
1917,F,Alma,70,3407,0.00520983063080697
1917,F,Willie,71,3380,0.00516854344940638
1917,F,June,72,3370,0.0051532519007395
1917,F,Marian,73,3267,0.00499574894947061
1917,F,Minnie,74,3262,0.00498810317513716
1917,F,Charlotte,75,3230,0.00493917021940314
1917,F,Genevieve,76,3192,0.00488106233446899
1917,F,Marguerite,77,3161,0.00483365853360165
1917,F,Vivian,78,3119,0.00476943402920074
1917,F,Leona,79,3115,0.00476331740973399
1917,F,Jennie,80,3109,0.00475414248053386
1917,F,Wilma,81,3071,0.0046960345955997
1917,F,Ella,82,3054,0.004670038962866
1917,F,Violet,83,3026,0.00462722262659873
1917,F,Lena,84,3004,0.00459358121953159
1917,F,Lillie,85,2930,0.00448042375939666
1917,F,Lucy,86,2929,0.00447889460452997
1917,F,Juanita,87,2928,0.00447736544966328
1917,F,Geraldine,88,2897,0.00442996164879594
1917,F,Ellen,89,2855,0.00436573714439504
1917,F,Blanche,90,2836,0.00433668320192796
1917,F,Phyllis,91,2695,0.00412107236572491
1917,F,Maxine,92,2647,0.00404767293212387
1917,F,Mattie,93,2572,0.00393298631712225
1917,F,Opal,94,2541,0.00388558251625492
1917,F,Mae,95,2507,0.00383359125078751
1917,F,Theresa,96,2490,0.00380759561805381
1917,F,Nancy,97,2411,0.00368679238358544
1917,F,Velma,98,2411,0.00368679238358544
1917,F,Sophie,99,2382,0.00364244689245148
1917,F,Kathleen,100,2358,0.00360574717565096
1917,M,John,1,51851,0.07801894386807
1917,M,William,2,42420,0.0638283465870192
1917,M,James,3,37340,0.0561845936246887
1917,M,Robert,4,35219,0.0529931762953378
1917,M,Joseph,5,24763,0.0372602863398009
1917,M,George,6,24195,0.0364056304967687
1917,M,Charles,7,24145,0.0363303967077694
1917,M,Edward,8,17502,0.0263348355013204
1917,M,Frank,9,15769,0.0237272323746041
1917,M,Thomas,10,12612,0.0189769709371873
1917,M,Walter,11,12582,0.0189318306637877
1917,M,Harold,12,11198,0.0168493593842867
1917,M,Paul,13,11155,0.0167846583257473
1917,M,Richard,14,10914,0.0164220314627706
1917,M,Henry,15,10697,0.0160955168185135
1917,M,Raymond,16,9957,0.0149820567413237
1917,M,Arthur,17,9283,0.0139679052656129
1917,M,Albert,18,9157,0.0137783161173346
1917,M,Harry,19,8856,0.0133254087075587
1917,M,Donald,20,8728,0.0131328102077205
1917,M,Ralph,21,7393,0.0111240680414388
1917,M,Jack,22,6874,0.0103431413116259
1917,M,Louis,23,6772,0.0101896643820673
1917,M,Carl,24,6699,0.0100798230501283
1917,M,Clarence,25,6586,0.00990979468698982
1917,M,Howard,26,6410,0.00964497174971223
1917,M,Kenneth,27,6142,0.0092417186406759
1917,M,David,28,6100,0.00917852225791648
1917,M,Fred,29,5987,0.00900849389477802
1917,M,Francis,30,5801,0.00872862419970057
1917,M,Willie,31,5752,0.00865489508648124
1917,M,Earl,32,5632,0.00847433399288288
1917,M,Roy,33,5586,0.00840511890700351
1917,M,Stanley,34,5185,0.007801743919229
1917,M,Joe,35,5143,0.00773854753646958
1917,M,Lawrence,36,5095,0.00766632309903024
1917,M,Ernest,37,5055,0.00760613606783078
1917,M,Anthony,38,5028,0.00756550982177115
1917,M,Eugene,39,4873,0.00733228507587328
1917,M,Herbert,40,4744,0.00713818190025504
1917,M,Leonard,41,4695,0.00706445278703571
1917,M,Samuel,42,4490,0.00675599425213852
1917,M,Alfred,43,4424,0.00665668565065942
1917,M,Michael,44,4290,0.00645505909614126
1917,M,Elmer,45,3812,0.0057358240733078
1917,M,Norman,46,3789,0.00570121653036812
1917,M,Leo,47,3779,0.00568616977256826
1917,M,Andrew,48,3751,0.00564403885072864
1917,M,Bernard,49,3711,0.00558385181952919
1917,M,Peter,50,3464,0.00521219690187257
1917,M,Frederick,51,3455,0.00519865481985269
1917,M,Russell,52,3437,0.00517157065581294
1917,M,Lloyd,53,3416,0.00513997246443323
1917,M,Daniel,54,3359,0.00505420594497401
1917,M,Edwin,55,3346,0.00503464515983418
1917,M,Chester,56,3338,0.00502260775359429
1917,M,Melvin,57,3156,0.00474875676163679
1917,M,Herman,58,2973,0.00447340109389929
1917,M,Clifford,59,2969,0.00446738239077935
1917,M,Leroy,60,2951,0.00444029822673959
1917,M,Lester,61,2855,0.00429584935186091
1917,M,Floyd,62,2820,0.00424318569956139
1917,M,Theodore,63,2809,0.00422663426598154
1917,M,Clyde,64,2719,0.00409121344578277
1917,M,Vincent,65,2636,0.00396632535604391
1917,M,Philip,66,2544,0.00382789518428517
1917,M,Charlie,67,2537,0.00381736245382526
1917,M,Marvin,68,2517,0.00378726893822554
1917,M,Gerald,69,2488,0.00374363334060593
1917,M,Lewis,70,2477,0.00372708190702608
1917,M,Vernon,71,2463,0.00370601644610628
1917,M,Sam,72,2455,0.00369397903986638
1917,M,Woodrow,73,2429,0.00365485746958674
1917,M,Ray,74,2427,0.00365184811802677
1917,M,Milton,75,2394,0.00360219381728722
1917,M,Benjamin,76,2386,0.00359015641104733
1917,M,Martin,77,2337,0.003516427297828
1917,M,Victor,78,2207,0.00332081944642978
1917,M,Jesse,79,2200,0.00331028671596988
1917,M,Willard,80,2188,0.00329223060661004
1917,M,Alvin,81,2142,0.00322301552073067
1917,M,Cecil,82,2101,0.00316132381375123
1917,M,Leon,83,2101,0.00316132381375123
1917,M,Gordon,84,2019,0.00303794039979235
1917,M,Lee,85,2004,0.00301537026309256
1917,M,Glenn,86,1997,0.00300483753263266
1917,M,Oscar,87,1962,0.00295217388033314
1917,M,Edgar,88,1920,0.00288897749757371
1917,M,Stephen,89,1893,0.00284835125151408
1917,M,Harvey,90,1808,0.00272045381021524
1917,M,Arnold,91,1781,0.00267982756415561
1917,M,Wilbur,92,1749,0.00263167793919605
1917,M,Warren,93,1743,0.00262264988451613
1917,M,Everett,94,1734,0.00260910780249626
1917,M,Sidney,95,1727,0.00259857507203635
